,sub,ses,motion,path
0,sub-372,ses-preop,0.030112343090590597,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-372/ses-preop/t1_linear/sub-372_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
1,sub-372,ses-postop,0.13408271660906199,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-372/ses-postop/t1_linear/sub-372_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
2,sub-316,ses-preop,0.06932564760638942,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-316/ses-preop/t1_linear/sub-316_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
3,sub-316,ses-postop,0.06097797410726305,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-316/ses-postop/t1_linear/sub-316_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
4,sub-330,ses-postop,0.3080420937843428,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-330/ses-postop/t1_linear/sub-330_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
5,sub-330,ses-preop,0.047577365211226144,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-330/ses-preop/t1_linear/sub-330_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
6,sub-403,ses-postop,0.6754518171088251,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-403/ses-postop/t1_linear/sub-403_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
7,sub-403,ses-preop,0.04869560534309637,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-403/ses-preop/t1_linear/sub-403_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
8,sub-302,ses-preop,0.03652911486463726,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-302/ses-preop/t1_linear/sub-302_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
9,sub-302,ses-postop,0.09958923780043849,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-302/ses-postop/t1_linear/sub-302_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
10,sub-292,ses-preop,0.029862166827241944,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-292/ses-preop/t1_linear/sub-292_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
11,sub-292,ses-postop,0.1021530605662693,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-292/ses-postop/t1_linear/sub-292_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
12,sub-395,ses-preop,0.147051764095518,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-395/ses-preop/t1_linear/sub-395_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
13,sub-395,ses-postop,0.5887914656300837,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-395/ses-postop/t1_linear/sub-395_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
14,sub-334,ses-preop,0.3365922360973287,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-334/ses-preop/t1_linear/sub-334_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
15,sub-334,ses-postop,0.06820063576495408,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-334/ses-postop/t1_linear/sub-334_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
16,sub-413,ses-postop,0.14684188826050362,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-413/ses-postop/t1_linear/sub-413_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
17,sub-413,ses-preop,0.029477245741100368,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-413/ses-preop/t1_linear/sub-413_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
18,sub-320,ses-postop,1.2753772776781944,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-320/ses-postop/t1_linear/sub-320_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
19,sub-320,ses-preop,0.06090358284785825,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-320/ses-preop/t1_linear/sub-320_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
20,sub-357,ses-postop,0.17283080540239978,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-357/ses-postop/t1_linear/sub-357_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
21,sub-357,ses-preop,0.027754135555455847,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-357/ses-preop/t1_linear/sub-357_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
22,sub-400,ses-postop,0.16996758372904427,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-400/ses-postop/t1_linear/sub-400_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
23,sub-400,ses-preop,0.035970781423217454,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-400/ses-preop/t1_linear/sub-400_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
24,sub-339,ses-preop,0.1478388088880987,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-339/ses-preop/t1_linear/sub-339_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
25,sub-339,ses-postop,0.12793559750018774,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-339/ses-postop/t1_linear/sub-339_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
26,sub-376,ses-postop,0.09721778742115676,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-376/ses-postop/t1_linear/sub-376_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
27,sub-376,ses-preop,0.03976597463189399,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-376/ses-preop/t1_linear/sub-376_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
28,sub-331,ses-preop,0.9033298307836959,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-331/ses-preop/t1_linear/sub-331_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
29,sub-331,ses-postop,0.0516197498233119,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-331/ses-postop/t1_linear/sub-331_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
30,sub-303,ses-preop,0.03445241184898209,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-303/ses-preop/t1_linear/sub-303_ses-preop_run-02_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
31,sub-303,ses-postop,0.07039503292138073,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-303/ses-postop/t1_linear/sub-303_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
32,sub-384,ses-preop,0.03544935096224916,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-384/ses-preop/t1_linear/sub-384_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
33,sub-384,ses-postop,1.9255142874501645,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-384/ses-postop/t1_linear/sub-384_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
34,sub-352,ses-preop,3.240331968456431,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-352/ses-preop/t1_linear/sub-352_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
35,sub-352,ses-postop,1.0236162654964571,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-352/ses-postop/t1_linear/sub-352_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
36,sub-405,ses-postop,0.09324211146558743,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-405/ses-postop/t1_linear/sub-405_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
37,sub-405,ses-preop,0.03889219244548525,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-405/ses-preop/t1_linear/sub-405_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
38,sub-399,ses-postop,0.05598859513067944,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-399/ses-postop/t1_linear/sub-399_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
39,sub-399,ses-preop,0.15251753862478917,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-399/ses-preop/t1_linear/sub-399_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
40,sub-294,ses-postop,0.6496231565293783,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-294/ses-postop/t1_linear/sub-294_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
41,sub-294,ses-preop,0.41509705556688914,/home/cbricout/scratch/OpenNeuro_preproc/ds002799/subjects/sub-294/ses-preop/t1_linear/sub-294_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
