,sub,ses,motion,path
0,sub-000103,ses-headmotion1,0.8664805212159169,/home/at70870/local_scratch/MRART-Preproc/subjects/sub-000103/ses-headmotion1/t1_linear/sub-000103_ses-headmotion1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
1,sub-000103,ses-headmotion2,1.0020674860404992,/home/at70870/local_scratch/MRART-Preproc/subjects/sub-000103/ses-headmotion2/t1_linear/sub-000103_ses-headmotion2_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
2,sub-000103,ses-standard,0.7281463560474278,/home/at70870/local_scratch/MRART-Preproc/subjects/sub-000103/ses-standard/t1_linear/sub-000103_ses-standard_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
3,sub-000148,ses-headmotion1,0.9391183192271862,/home/at70870/local_scratch/MRART-Preproc/subjects/sub-000148/ses-headmotion1/t1_linear/sub-000148_ses-headmotion1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
4,sub-000148,ses-headmotion2,0.8376799838077615,/home/at70870/local_scratch/MRART-Preproc/subjects/sub-000148/ses-headmotion2/t1_linear/sub-000148_ses-headmotion2_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
5,sub-000148,ses-standard,0.7576207368296615,/home/at70870/local_scratch/MRART-Preproc/subjects/sub-000148/ses-standard/t1_linear/sub-000148_ses-standard_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
6,sub-000149,ses-headmotion1,1.5195464378425065,/home/at70870/local_scratch/MRART-Preproc/subjects/sub-000149/ses-headmotion1/t1_linear/sub-000149_ses-headmotion1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
7,sub-000149,ses-headmotion2,1.489861802130768,/home/at70870/local_scratch/MRART-Preproc/subjects/sub-000149/ses-headmotion2/t1_linear/sub-000149_ses-headmotion2_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
8,sub-000149,ses-standard,0.7579835292449852,/home/at70870/local_scratch/MRART-Preproc/subjects/sub-000149/ses-standard/t1_linear/sub-000149_ses-standard_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
9,sub-000159,ses-headmotion1,0.8756367956325063,/home/at70870/local_scratch/MRART-Preproc/subjects/sub-000159/ses-headmotion1/t1_linear/sub-000159_ses-headmotion1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
