,sub,ses,motion,path
0,sub-740606,ses-headmotion1,0.15453739122478785,/home/cbricout/scratch/MRART_preproc/subjects/sub-740606/ses-headmotion1/t1_linear/sub-740606_ses-headmotion1_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
1,sub-740606,ses-headmotion2,0.18735106932984927,/home/cbricout/scratch/MRART_preproc/subjects/sub-740606/ses-headmotion2/t1_linear/sub-740606_ses-headmotion2_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
2,sub-740606,ses-standard,0.12314468986427808,/home/cbricout/scratch/MRART_preproc/subjects/sub-740606/ses-standard/t1_linear/sub-740606_ses-standard_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
3,sub-508037,ses-headmotion1,0.1437874249708992,/home/cbricout/scratch/MRART_preproc/subjects/sub-508037/ses-headmotion1/t1_linear/sub-508037_ses-headmotion1_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
4,sub-508037,ses-standard,0.11387611739097887,/home/cbricout/scratch/MRART_preproc/subjects/sub-508037/ses-standard/t1_linear/sub-508037_ses-standard_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
5,sub-508037,ses-headmotion2,0.25807384967802927,/home/cbricout/scratch/MRART_preproc/subjects/sub-508037/ses-headmotion2/t1_linear/sub-508037_ses-headmotion2_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
6,sub-992121,ses-headmotion1,0.15014606986395715,/home/cbricout/scratch/MRART_preproc/subjects/sub-992121/ses-headmotion1/t1_linear/sub-992121_ses-headmotion1_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
7,sub-992121,ses-headmotion2,0.15997168666490624,/home/cbricout/scratch/MRART_preproc/subjects/sub-992121/ses-headmotion2/t1_linear/sub-992121_ses-headmotion2_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
8,sub-992121,ses-standard,0.14867118954161615,/home/cbricout/scratch/MRART_preproc/subjects/sub-992121/ses-standard/t1_linear/sub-992121_ses-standard_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
9,sub-613957,ses-headmotion2,0.31375697803804997,/home/cbricout/scratch/MRART_preproc/subjects/sub-613957/ses-headmotion2/t1_linear/sub-613957_ses-headmotion2_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
10,sub-613957,ses-standard,0.19119371790683365,/home/cbricout/scratch/MRART_preproc/subjects/sub-613957/ses-standard/t1_linear/sub-613957_ses-standard_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
11,sub-570379,ses-standard,0.16062159634122677,/home/cbricout/scratch/MRART_preproc/subjects/sub-570379/ses-standard/t1_linear/sub-570379_ses-standard_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
12,sub-570379,ses-headmotion2,0.20207957530828055,/home/cbricout/scratch/MRART_preproc/subjects/sub-570379/ses-headmotion2/t1_linear/sub-570379_ses-headmotion2_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
13,sub-570379,ses-headmotion1,0.2056807445451422,/home/cbricout/scratch/MRART_preproc/subjects/sub-570379/ses-headmotion1/t1_linear/sub-570379_ses-headmotion1_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
14,sub-365622,ses-headmotion2,0.19894214861580872,/home/cbricout/scratch/MRART_preproc/subjects/sub-365622/ses-headmotion2/t1_linear/sub-365622_ses-headmotion2_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
15,sub-365622,ses-headmotion1,0.1711579036004266,/home/cbricout/scratch/MRART_preproc/subjects/sub-365622/ses-headmotion1/t1_linear/sub-365622_ses-headmotion1_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
16,sub-365622,ses-standard,0.12443567683741925,/home/cbricout/scratch/MRART_preproc/subjects/sub-365622/ses-standard/t1_linear/sub-365622_ses-standard_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
17,sub-802945,ses-headmotion1,0.11787261460610211,/home/cbricout/scratch/MRART_preproc/subjects/sub-802945/ses-headmotion1/t1_linear/sub-802945_ses-headmotion1_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
18,sub-802945,ses-headmotion2,0.12469438013887223,/home/cbricout/scratch/MRART_preproc/subjects/sub-802945/ses-headmotion2/t1_linear/sub-802945_ses-headmotion2_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
19,sub-802945,ses-standard,0.12318898969644898,/home/cbricout/scratch/MRART_preproc/subjects/sub-802945/ses-standard/t1_linear/sub-802945_ses-standard_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
20,sub-407309,ses-standard,0.13900402733608502,/home/cbricout/scratch/MRART_preproc/subjects/sub-407309/ses-standard/t1_linear/sub-407309_ses-standard_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
21,sub-407309,ses-headmotion2,0.1794930910461732,/home/cbricout/scratch/MRART_preproc/subjects/sub-407309/ses-headmotion2/t1_linear/sub-407309_ses-headmotion2_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
22,sub-407309,ses-headmotion1,0.14652497469087336,/home/cbricout/scratch/MRART_preproc/subjects/sub-407309/ses-headmotion1/t1_linear/sub-407309_ses-headmotion1_acq_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
